id,transaction,item
11759,5583,26
11760,5584,37
11761,5585,23
11762,5585,43
11763,5585,11
11764,5586,23
11765,5586,62
11766,5586,80
11767,5587,15
11768,5587,11
11769,5587,6
11770,5588,86
11771,5588,62
11772,5588,23
11773,5588,37
11774,5588,23
11775,5589,11
11776,5589,11
11777,5590,62
11778,5590,51
11779,5591,62
11780,5591,80
11781,5591,35
11782,5591,23
11783,5592,11
11784,5592,43
11785,5592,66
11786,5593,62
11787,5593,11
11788,5593,23
11789,5593,66
11790,5594,11
11791,5594,11
11792,5595,14
11793,5596,62
11794,5596,80
11795,5596,23
11796,5596,78
11797,5597,11
11798,5597,23
11799,5597,66
11800,5597,76
11801,5598,48
11802,5598,23
11803,5598,74
11804,5598,88
11805,5598,15
11806,5599,11
11807,5600,66
11808,5600,23
11809,5600,23
11810,5600,11
11811,5601,48
11812,5601,84
11813,5601,2
11814,5601,55
11815,5601,55
11816,5603,84
11817,5603,11
11818,5604,74
11819,5604,62
11820,5604,51
11821,5604,89
11822,5604,23
11823,5604,55
11824,5604,76
11825,5605,11
11826,5605,23
11827,5605,74
11828,5605,55
11829,5605,62
11830,5606,23
11831,5606,11
11832,5606,66
11833,5606,39
11834,5607,39
11835,5607,11
11836,5608,23
11837,5608,79
11838,5608,74
11839,5609,23
11840,5609,74
11841,5609,73
11842,5610,73
11843,5611,11
11844,5612,40
11845,5612,49
11846,5613,84
11847,5613,48
11848,5613,15
11849,5613,55
11850,5613,55
11851,5614,7
11852,5614,48
11853,5614,88
11854,5614,18
11855,5615,23
11856,5615,84
11857,5615,66
11858,5616,26
11859,5616,26
11860,5616,15
11861,5616,6
11862,5616,26
11863,5617,11
11864,5617,84
11865,5617,15
11866,5617,11
11867,5617,18
11868,5618,80
11869,5618,62
11870,5618,23
11871,5618,48
11872,5618,7
11873,5618,11
11874,5620,55
11875,5621,15
11876,5621,76
11877,5621,55
11878,5621,23
11879,5621,84
11880,5622,23
11881,5622,55
11882,5623,11
11883,5624,66
11884,5625,23
11885,5625,23
11886,5626,11
11887,5626,66
11888,5627,11
11889,5627,11
11890,5628,11
11891,5629,11
11892,5630,11
11893,5631,66
11894,5632,66
11895,5632,23
11896,5632,23
11897,5633,11
11898,5634,37
11899,5634,49
11900,5634,75
11901,5635,23
11902,5635,26
11903,5636,66
11904,5636,23
11905,5636,23
11906,5637,74
11907,5637,74
11908,5638,23
11909,5638,26
11910,5639,23
11911,5639,23
11912,5639,66
11913,5640,23
11914,5640,11
11915,5641,23
11916,5641,23
11917,5641,11
11918,5641,79
11919,5642,11
11920,5642,49
11921,5642,40
11922,5642,51
11923,5643,6
11924,5644,79
11925,5645,79
11926,5646,18
11927,5647,23
11928,5647,84
11929,5648,25
11930,5648,74
11931,5648,79
11932,5648,11
11933,5649,79
11934,5650,48
11935,5650,23
11936,5650,15
11937,5651,23
11938,5652,66
11939,5653,11
11940,5653,11
11941,5654,37
11942,5655,23
11943,5655,88
11944,5656,15
11945,5656,23
11946,5657,23
11947,5657,11
11948,5658,15
11949,5658,48
11950,5659,23
11951,5660,84
11952,5660,48
11953,5660,26
11954,5661,48
11955,5662,23
11956,5663,75
11957,5664,11
11958,5664,11
11959,5665,11
11960,5666,11
11961,5666,88
11962,5667,11
11963,5667,14
11964,5668,66
11965,5668,11
11966,5669,84
11967,5669,74
11968,5670,23
11969,5671,23
11970,5671,11
11971,5672,23
11972,5672,51
11973,5673,15
11974,5673,23
11975,5673,80
11976,5674,23
11977,5675,23
11978,5675,14
11979,5675,6
11980,5676,66
11981,5676,15
11982,5676,23
11983,5676,23
11984,5677,48
11985,5677,23
11986,5678,37
11987,5679,84
11988,5679,88
11989,5680,84
11990,5680,23
11991,5680,66
11992,5681,11
11993,5681,66
11994,5682,23
11995,5683,84
11996,5683,74
11997,5683,11
11998,5684,37
11999,5684,26
12000,5685,84
12001,5685,15
12002,5685,7
12003,5686,23
12004,5687,11
12005,5688,23
12006,5689,11
12007,5690,23
12008,5691,23
12009,5692,26
12010,5692,6
12011,5693,23
12012,5693,26
12013,5693,15
12014,5693,80
12015,5693,62
12016,5694,84
12017,5694,23
12018,5694,74
12019,5694,15
12020,5695,23
12021,5695,23
12022,5695,15
12023,5696,11
12024,5697,6
12025,5698,11
12026,5699,25
12027,5699,73
12028,5700,11
12029,5701,79
12030,5702,23
12031,5702,74
12032,5703,14
12033,5704,11
12034,5705,18
12035,5705,51
12036,5705,25
12037,5706,6
12038,5707,62
12039,5707,79
12040,5707,84
12041,5707,23
12042,5707,23
12043,5708,74
12044,5708,26
12045,5708,23
12046,5708,84
12047,5709,25
12048,5710,88
12049,5710,15
12050,5710,23
12051,5711,15
12052,5711,86
12053,5712,23
12054,5712,23
12055,5712,11
12056,5713,26
12057,5713,48
12058,5713,84
12059,5713,15
12060,5713,66
12061,5714,84
12062,5714,23
12063,5714,15
12064,5715,84
12065,5715,11
12066,5716,14
12067,5717,23
12068,5717,15
12069,5717,26
12070,5718,11
12071,5718,11
12072,5718,11
12073,5719,11
12074,5720,23
12075,5720,11
12076,5721,11
12077,5721,66
12078,5722,11
12079,5723,11
12080,5723,23
12081,5723,88
12082,5725,37
12083,5726,15
12084,5726,23
12085,5726,11
12086,5727,11
12087,5727,48
12088,5728,23
12089,5728,23
12090,5729,23
12091,5729,11
12092,5729,62
12093,5730,23
12094,5730,15
12095,5731,15
12096,5731,23
12097,5732,11
12098,5732,74
12099,5732,88
12100,5733,23
12101,5733,23
12102,5733,55
12103,5734,23
12104,5734,11
12105,5734,2
12106,5734,7
12107,5734,84
12108,5735,23
12109,5735,11
12110,5736,11
12111,5737,23
12112,5737,11
12113,5738,11
12114,5738,23
12115,5738,11
12116,5739,11
12117,5740,6
12118,5741,66
12119,5742,11
12120,5742,66
12121,5743,6
12122,5743,11
12123,5744,11
12124,5744,66
12125,5744,84
12126,5744,23
12127,5745,15
12128,5745,11
12129,5746,74
12130,5746,25
12131,5747,25
12132,5747,15
12133,5748,48
12134,5748,23
12135,5748,66
12136,5748,11
12137,5749,80
12138,5749,18
12139,5749,84
12140,5749,26
12141,5751,15
12142,5752,23
12143,5752,23
12144,5753,23
12145,5754,11
12146,5755,11
12147,5755,74
12148,5756,23
12149,5756,11
12150,5756,74
12151,5757,23
12152,5757,23
12153,5757,15
12154,5758,62
12155,5758,43
12156,5758,35
12157,5758,23
12158,5759,79
12159,5759,51
12160,5759,23
12161,5760,74
12162,5761,6
12163,5762,23
12164,5763,23
12165,5764,48
12166,5764,23
12167,5764,2
12168,5765,84
12169,5765,23
12170,5765,11
12171,5766,15
12172,5766,23
12173,5766,26
12174,5767,11
12175,5768,11
12176,5769,26
12177,5769,84
12178,5769,11
12179,5770,23
12180,5770,93
12181,5770,15
12182,5771,11
12183,5771,23
12184,5771,48
12185,5772,11
12186,5773,51
12187,5773,26
12188,5773,14
12189,5773,2
12190,5773,23
12191,5774,84
12192,5774,89
12193,5774,26
12194,5775,23
12195,5775,25
12196,5776,11
12197,5777,23
12198,5777,11
12199,5777,62
12200,5777,88
12201,5778,11
12202,5778,11
12203,5778,23
12204,5779,26
12205,5780,23
12206,5780,11
12207,5781,37
12208,5782,11
12209,5783,23
12210,5783,26
12211,5784,6
12212,5785,11
12213,5785,11
12214,5786,2
12215,5787,51
12216,5787,48
12217,5787,23
12218,5787,84
12219,5787,66
12220,5787,14
12221,5788,23
12222,5788,23
12223,5788,11
12224,5789,15
12225,5789,23
12226,5790,23
12227,5790,15
12228,5791,11
12229,5792,11
12230,5792,11
12231,5793,51
12232,5793,84
12233,5793,11
12234,5793,15
12235,5794,84
12236,5794,11
12237,5794,26
12238,5794,74
12239,5794,51
12240,5795,11
12241,5795,15
12242,5796,25
12243,5796,2
12244,5796,48
12245,5797,15
12246,5798,74
12247,5799,84
12248,5799,15
12249,5799,66
12250,5800,11
12251,5800,23
12252,5800,23
12253,5800,79
12254,5800,79
12255,5800,11
12256,5800,37
12257,5801,74
12258,5801,11
12259,5802,84
12260,5802,57
12261,5802,79
12262,5802,15
12263,5803,11
12264,5803,18
12265,5803,74
12266,5803,23
12267,5804,55
12268,5805,49
12269,5805,75
12270,5806,15
12271,5807,51
12272,5807,23
12273,5807,23
12274,5807,8
12275,5807,73
12276,5807,35
12277,5807,80
12278,5807,37
12279,5808,8
12280,5809,91
12281,5810,84
12282,5810,74
12283,5810,11
12284,5810,15
12285,5811,84
12286,5811,84
12287,5811,80
12288,5811,18
12289,5811,40
12290,5811,2
12291,5812,23
12292,5813,23
12293,5813,66
12294,5813,11
12295,5814,11
12296,5814,2
12297,5815,23
12298,5815,23
12299,5815,26
12300,5816,11
12301,5817,23
12302,5818,23
12303,5818,23
12304,5818,51
12305,5818,15
12306,5818,2
12307,5819,48
12308,5820,25
12309,5820,74
12310,5821,11
12311,5822,6
12312,5823,23
12313,5823,11
12314,5823,26
12315,5823,51
12316,5824,23
12317,5824,15
12318,5826,11
12319,5827,11
12320,5828,11
12321,5828,88
12322,5829,11
12323,5829,84
12324,5829,88
12325,5829,15
12326,5830,88
12327,5830,11
12328,5831,26
12329,5832,23
12330,5832,23
12331,5832,88
12332,5833,11
12333,5833,66
12334,5834,11
12335,5834,48
12336,5834,55
12337,5835,37
12338,5836,23
12339,5836,62
12340,5837,37
12341,5837,42
12342,5838,23
12343,5838,23
12344,5838,23
12345,5838,11
12346,5838,66
12347,5838,2
12348,5839,23
12349,5839,74
12350,5839,6
12351,5840,23
12352,5840,55
12353,5841,11
12354,5842,75
12355,5843,26
12356,5843,11
12357,5843,11
12358,5844,25
12359,5845,55
12360,5845,66
12361,5846,23
12362,5846,84
12363,5846,88
12364,5847,2
12365,5848,11
12366,5849,23
12367,5849,11
12368,5849,11
12369,5850,23
12370,5850,11
12371,5850,74
12372,5851,23
12373,5851,2
12374,5852,89
12375,5852,51
12376,5852,23
12377,5852,11
12378,5852,66
12379,5852,76
12380,5853,75
12381,5853,11
12382,5854,11
12383,5855,84
12384,5855,79
12385,5856,79
12386,5856,89
12387,5857,79
12388,5857,76
12389,5857,84
12390,5858,89
12391,5858,74
12392,5859,79
12393,5859,23
12394,5860,62
12395,5860,15
12396,5861,79
12397,5862,23
12398,5862,88
12399,5863,11
12400,5864,11
12401,5865,84
12402,5865,11
12403,5866,23
12404,5866,18
12405,5866,88
12406,5867,11
12407,5867,62
12408,5868,74
12409,5868,23
12410,5868,15
12411,5868,23
12412,5868,74
12413,5869,15
12414,5870,26
12415,5870,11
12416,5871,23
12417,5871,48
12418,5871,51
12419,5871,89
12420,5871,57
12421,5871,74
12422,5871,74
12423,5872,23
12424,5872,74
12425,5873,23
12426,5873,11
12427,5874,84
12428,5874,23
12429,5874,11
12430,5875,1
12431,5876,84
12432,5876,26
12433,5877,23
12434,5877,79
12435,5878,79
12436,5878,23
12437,5879,37
12438,5880,23
12439,5880,15
12440,5881,23
12441,5882,23
12442,5883,23
12443,5883,84
12444,5884,11
12445,5884,11
12446,5884,32
12447,5885,6
12448,5885,75
12449,5886,23
12450,5886,11
12451,5887,23
12452,5887,76
12453,5888,32
12454,5888,48
12455,5888,23
12456,5888,2
12457,5889,11
12458,5889,84
12459,5890,23
12460,5891,23
12461,5892,15
12462,5893,66
12463,5893,6
12464,5894,23
12465,5894,23
12466,5894,88
12467,5894,62
12468,5895,62
12469,5895,35
12470,5895,23
12471,5896,11
12472,5896,66
12473,5897,75
12474,5898,66
12475,5898,23
12476,5899,62
12477,5899,23
12478,5899,23
12479,5899,26
12480,5900,23
12481,5901,37
12482,5902,37
12483,5902,15
12484,5903,23
12485,5903,23
12486,5904,23
12487,5905,23
12488,5905,11
12489,5905,11
12490,5905,66
12491,5906,11
12492,5907,62
12493,5907,88
12494,5907,89
12495,5907,11
12496,5908,62
12497,5908,11
12498,5909,49
12499,5910,23
12500,5910,23
12501,5910,62
12502,5911,23
12503,5912,11
12504,5913,23
12505,5914,84
12506,5914,23
12507,5914,15
12508,5915,23
12509,5915,23
12510,5915,14
12511,5916,37
12512,5917,23
12513,5918,74
12514,5918,23
12515,5919,37
12516,5919,66
12517,5920,84
12518,5920,89
12519,5921,11
12520,5922,11
12521,5923,48
12522,5924,11
12523,5924,6
12524,5925,11
12525,5926,11
12526,5927,75
12527,5927,37
12528,5928,66
12529,5928,11
12530,5929,74
12531,5930,11
12532,5930,6
12533,5931,23
12534,5931,23
12535,5931,48
12536,5931,15
12537,5932,23
12538,5932,66
12539,5933,23
12540,5933,23
12541,5934,23
12542,5934,23
12543,5934,62
12544,5934,15
12545,5934,14
12546,5935,86
12547,5935,43
12548,5935,23
12549,5935,23
12550,5935,26
12551,5935,66
12552,5935,76
12553,5935,84
12554,5936,23
12555,5937,11
12556,5937,40
12557,5937,26
12558,5938,75
12559,5938,2
12560,5939,76
12561,5939,23
12562,5940,11
12563,5940,66
12564,5940,23
12565,5941,84
12566,5941,2
12567,5941,66
12568,5942,66
12569,5942,23
12570,5942,23
12571,5943,74
12572,5943,74
12573,5944,15
12574,5945,55
12575,5945,11
12576,5946,23
12577,5946,14
12578,5946,15
12579,5947,15
12580,5947,26
12581,5947,84
12582,5947,78
12583,5947,23
12584,5947,62
12585,5948,84
12586,5948,23
12587,5948,89
12588,5949,11
12589,5949,14
12590,5950,23
12591,5950,80
12592,5951,75
12593,5952,26
12594,5953,23
12595,5953,57
12596,5953,11
12597,5954,80
12598,5954,51
12599,5954,23
12600,5954,23
12601,5954,88
12602,5954,62
12603,5955,76
12604,5956,84
12605,5956,74
12606,5957,14
12607,5957,23
12608,5957,23
12609,5957,62
12610,5958,74
12611,5958,74
12612,5958,11
12613,5958,23
12614,5959,11
12615,5959,11
12616,5960,23
12617,5960,23
12618,5960,18
12619,5960,79
12620,5960,74
12621,5961,74
12622,5961,74
12623,5961,73
12624,5961,23
12625,5961,23
12626,5961,15
12627,5962,15
12628,5963,23
12629,5964,15
12630,5964,76
12631,5965,76
12632,5965,23
12633,5965,23
12634,5965,23
12635,5965,15
12636,5966,15
12637,5966,14
12638,5967,73
12639,5967,74
12640,5967,84
12641,5967,84
12642,5967,76
12643,5967,26
12644,5968,18
12645,5968,89
12646,5968,51
12647,5969,23
12648,5969,2
12649,5969,80
12650,5970,23
12651,5971,48
12652,5971,23
12653,5971,15
12654,5972,23
12655,5972,15
12656,5973,15
12657,5973,15
12658,5973,23
12659,5973,48
12660,5974,74
12661,5975,26
12662,5976,14
12663,5976,23
12664,5977,11
12665,5978,15
12666,5978,15
12667,5978,23
12668,5979,23
12669,5979,73
12670,5980,23
12671,5980,15
12672,5980,15
12673,5981,15
12674,5981,73
12675,5981,91
12676,5982,75
12677,5983,11
12678,5983,23
12679,5984,14
12680,5985,84
12681,5985,84
12682,5985,79
12683,5985,51
12684,5985,15
12685,5985,11
12686,5986,11
12687,5986,11
12688,5986,15
12689,5986,11
12690,5986,79
12691,5986,79
12692,5987,11
12693,5988,23
12694,5988,23
12695,5988,23
12696,5988,15
12697,5988,11
12698,5988,2
12699,5989,89
12700,5989,23
12701,5989,90
12702,5990,23
12703,5991,48
12704,5992,23
12705,5993,51
12706,5994,51
12707,5994,89
12708,5994,57
12709,5995,90
12710,5996,90
12711,5997,84
12712,5997,84
12713,5997,48
12714,5998,90
12715,5999,11
12716,5999,48
12717,5999,90
12718,6000,92
12719,6000,84
12720,6001,70
12721,6001,23
12722,6002,90
12723,6002,25
12724,6003,25
12725,6004,90
12726,6005,25
12727,6006,89
12728,6007,90
12729,6008,90
12730,6009,84
12731,6010,25
12732,6011,90
12733,6011,40
12734,6012,48
12735,6012,23
12736,6013,90
12737,6014,91
12738,6014,90
12739,6015,90
12740,6016,90
12741,6016,70
12742,6017,90
12743,6018,91
12744,6018,90
12745,6018,70
12746,6019,91
12747,6020,91
12748,6021,70
12749,6022,63
12750,6022,70
12751,6022,90
12752,6023,90
12753,6023,70
12754,6024,90
12755,6024,70
12756,6025,70
12757,6026,70
12758,6027,90
12759,6028,90
12760,6028,70
12761,6029,23
12762,6029,23
12763,6029,66
12764,6029,66
12765,6029,37
12766,6030,84
12767,6030,23
12768,6030,23
12769,6030,66
12770,6030,76
12771,6031,23
12772,6031,55
12773,6032,23
12774,6032,11
12775,6033,48
12776,6034,11
12777,6035,84
12778,6035,84
12779,6035,66
12780,6035,66
12781,6036,11
12782,6036,11
12783,6037,23
12784,6037,23
12785,6037,84
12786,6038,23
12787,6038,23
12788,6038,48
12789,6038,48
12790,6038,55
12791,6038,76
12792,6038,2
12793,6038,62
12794,6038,80
12795,6039,11
12796,6040,62
12797,6040,23
12798,6040,23
12799,6040,2
12800,6040,26
12801,6041,74
12802,6041,74
12803,6041,23
12804,6041,76
12805,6042,76
12806,6042,23
12807,6042,23
12808,6042,23
12809,6043,23
12810,6043,48
12811,6043,37
12812,6044,11
12813,6044,23
12814,6044,23
12815,6045,48
12816,6045,48
12817,6045,23
12818,6045,23
12819,6045,23
12820,6045,26
12821,6045,26
12822,6045,14
12823,6045,66
12824,6045,6
12825,6046,23
12826,6046,15
12827,6047,23
12828,6047,62
12829,6048,23
12830,6048,23
12831,6048,23
12832,6048,84
12833,6048,55
12834,6048,55
12835,6048,26
12836,6048,26
12837,6049,11
12838,6049,40
12839,6049,2
12840,6050,23
12841,6050,84
12842,6050,74
12843,6051,80
12844,6051,11
12845,6052,15
12846,6052,2
12847,6053,11
12848,6054,23
12849,6054,23
12850,6054,11
12851,6054,66
12852,6055,73
12853,6055,23
12854,6055,23
12855,6056,23
12856,6056,23
12857,6056,23
12858,6056,11
12859,6056,26
12860,6056,2
12861,6056,74
12862,6056,74
12863,6057,23
12864,6057,23
12865,6057,66
12866,6057,11
12867,6058,23
12868,6058,66
12869,6059,74
12870,6059,23
12871,6059,25
12872,6061,11
12873,6061,76
12874,6061,2
12875,6062,14
12876,6062,11
12877,6062,75
12878,6063,23
12879,6063,15
12880,6063,11
12881,6064,15
12882,6064,66
12883,6064,11
12884,6065,26
12885,6065,15
12886,6066,48
12887,6066,84
12888,6066,2
12889,6067,11
12890,6067,23
12891,6067,23
12892,6067,26
12893,6067,15
12894,6068,75
12895,6070,23
12896,6070,23
12897,6070,15
12898,6070,2
12899,6071,23
12900,6071,18
12901,6071,74
12902,6071,40
12903,6072,23
12904,6072,74
12905,6072,40
12906,6073,6
12907,6073,23
12908,6073,84
12909,6073,15
12910,6074,23
12911,6074,84
12912,6075,84
12913,6075,11
12914,6076,11
12915,6077,23
12916,6078,84
12917,6078,23
12918,6078,74
12919,6078,74
12920,6078,11
12921,6079,11
12922,6080,80
12923,6080,18
12924,6080,23
12925,6081,23
12926,6081,23
12927,6081,23
12928,6081,26
12929,6081,15
12930,6082,48
12931,6082,48
12932,6082,11
12933,6082,23
12934,6084,23
12935,6084,23
12936,6084,23
12937,6085,11
12938,6085,11
12939,6086,84
12940,6086,55
12941,6087,23
12942,6088,11
12943,6088,11
12944,6089,11
12945,6089,23
12946,6090,23
12947,6091,84
12948,6092,11
12949,6093,23
12950,6093,66
12951,6094,23
12952,6095,6
12953,6095,11
12954,6095,66
12955,6096,66
12956,6096,66
12957,6097,26
12958,6097,23
12959,6098,23
12960,6098,74
12961,6099,49
12962,6099,11
12963,6099,66
12964,6100,23
12965,6101,23
12966,6102,23
12967,6102,55
12968,6103,26
12969,6103,11
12970,6103,37
12971,6104,11
12972,6104,15
12973,6105,23
12974,6107,11
12975,6108,23
12976,6108,66
12977,6109,23
12978,6110,23
12979,6110,23
12980,6110,88
12981,6111,11
12982,6112,23
12983,6113,48
12984,6113,23
12985,6113,88
12986,6114,11
12987,6115,23
12988,6115,84
12989,6115,15
12990,6115,76
12991,6116,66
12992,6117,11
12993,6117,11
12994,6117,74
12995,6118,6
12996,6119,11
12997,6120,11
12998,6121,74
12999,6122,23
13000,6123,79
13001,6123,23
13002,6124,23
13003,6124,62
13004,6125,89
13005,6125,76
13006,6126,23
13007,6126,57
13008,6126,74
13009,6126,80
13010,6126,2
13011,6126,89
13012,6126,84
13013,6127,11
13014,6127,23
13015,6127,62
13016,6129,11
13017,6129,40
13018,6129,40
13019,6130,40
13020,6131,89
13021,6132,15
13022,6133,23
13023,6133,15
13024,6133,51
13025,6134,89
13026,6134,23
13027,6134,74
13028,6134,80
13029,6134,14
13030,6135,55
13031,6135,84
13032,6135,14
13033,6135,84
13034,6135,79
13035,6135,79
13036,6136,23
13037,6136,15
13038,6136,18
13039,6137,84
13040,6137,15
13041,6138,11
13042,6139,26
13043,6139,84
13044,6139,84
13045,6140,23
13046,6140,51
13047,6140,2
13048,6141,11
13049,6142,14
13050,6142,23
13051,6142,23
13052,6142,51
13053,6142,37
13054,6143,51
13055,6143,26
13056,6143,14
13057,6143,84
13058,6144,23
13059,6144,15
13060,6144,14
13061,6145,23
13062,6146,23
13063,6146,76
13064,6147,84
13065,6147,14
13066,6147,88
13067,6148,11
13068,6149,66
13069,6149,55
13070,6149,48
13071,6149,23
13072,6150,11
13073,6151,74
13074,6151,23
13075,6152,11
13076,6152,37
13077,6153,48
13078,6154,48
13079,6155,48
13080,6156,84
13081,6156,88
13082,6156,6
13083,6157,23
13084,6158,75
13085,6158,11
13086,6158,63
13087,6159,11
13088,6160,11
13089,6160,66
13090,6161,11
13091,6162,23
13092,6162,23
13093,6163,23
13094,6163,23
13095,6163,15
13096,6163,11
13097,6164,23
13098,6164,23
13099,6165,23
13100,6165,66
13101,6165,14
13102,6166,23
13103,6166,66
13104,6167,11
13105,6168,73
13106,6169,23
13107,6170,11
13108,6170,23
13109,6171,23
13110,6171,23
13111,6171,15
13112,6171,2
13113,6172,23
13114,6173,23
13115,6173,11
13116,6173,32
13117,6174,84
13118,6175,11
13119,6176,37
13120,6177,23
13121,6177,2
13122,6178,23
13123,6178,23
13124,6178,66
13125,6179,51
13126,6179,18
13127,6180,18
13128,6180,21
13129,6181,79
13130,6181,23
13131,6182,18
13132,6182,51
13133,6182,32
13134,6182,11
13135,6182,15
13136,6183,15
13137,6183,15
13138,6183,23
13139,6183,48
13140,6184,23
13141,6184,23
13142,6184,15
13143,6185,37
13144,6186,11
13145,6187,6
13146,6188,79
13147,6189,80
13148,6189,84
13149,6190,23
13150,6190,15
13151,6191,84
13152,6191,84
13153,6191,80
13154,6192,23
13155,6192,23
13156,6192,14
13157,6192,89
13158,6193,48
13159,6193,15
13160,6194,11
13161,6194,2
13162,6195,84
13163,6196,11
13164,6197,23
13165,6197,2
13166,6198,11
13167,6198,78
13168,6198,57
13169,6198,2
13170,6198,14
13171,6198,15
13172,6198,11
13173,6199,23
13174,6199,84
13175,6199,15
13176,6200,6
13177,6201,74
13178,6201,84
13179,6202,23
13180,6203,2
13181,6205,11
13182,6206,11
13183,6206,66
13184,6207,66
13185,6207,11
13186,6207,32
13187,6207,63
13188,6208,23
13189,6208,23
13190,6208,2
13191,6209,23
13192,6209,11
13193,6210,23
13194,6211,11
13195,6212,23
13196,6213,11
13197,6213,80
13198,6214,23
13199,6215,23
13200,6215,23
13201,6215,66
13202,6215,55
13203,6216,57
13204,6216,28
13205,6216,74
13206,6217,23
13207,6217,23
13208,6217,11
13209,6217,2
13210,6217,2
13211,6217,66
13212,6218,55
13213,6218,11
13214,6218,84
13215,6219,23
13216,6220,6
13217,6220,37
13218,6221,37
13219,6222,11
13220,6222,18
13221,6223,21
13222,6223,21
13223,6223,23
13224,6223,84
13225,6224,84
13226,6224,74
13227,6224,14
13228,6225,14
13229,6225,84
13230,6225,74
13231,6225,4
13232,6226,74
13233,6226,62
13234,6226,79
13235,6226,79
13236,6226,84
13237,6227,79
13238,6227,23
13239,6227,48
13240,6227,14
13241,6228,79
13242,6228,15
13243,6229,15
13244,6229,11
13245,6229,23
13246,6229,23
13247,6230,23
13248,6230,62
13249,6231,79
13250,6231,18
13251,6231,57
13252,6232,23
13253,6232,11
13254,6233,11
13255,6233,23
13256,6234,23
13257,6234,66
13258,6235,84
13259,6235,23
13260,6235,11
13261,6236,23
13262,6236,74
13263,6237,11
13264,6238,23
13265,6239,11
13266,6239,57
13267,6239,74
13268,6239,84
13269,6240,11
13270,6240,11
13271,6240,11
13272,6240,15
13273,6241,23
13274,6241,84
13275,6241,14
13276,6242,11
13277,6242,11
13278,6243,48
13279,6243,48
13280,6244,23
13281,6244,15
13282,6245,23
13283,6245,84
13284,6246,11
13285,6246,11
13286,6247,23
13287,6247,26
13288,6248,11
13289,6248,88
13290,6249,11
13291,6249,23
13292,6249,66
13293,6249,66
13294,6250,37
13295,6251,75
13296,6252,23
13297,6252,14
13298,6253,11
13299,6253,48
13300,6254,23
13301,6254,88
13302,6255,23
13303,6256,23
13304,6256,84
13305,6256,14
13306,6256,37
13307,6257,23
13308,6257,23
13309,6257,26
13310,6257,26
13311,6257,88
13312,6257,51
13313,6258,91
13314,6259,62
13315,6259,23
13316,6259,23
13317,6259,35
13318,6259,11
13319,6260,91
13320,6261,48
13321,6261,23
13322,6261,26
13323,6261,26
13324,6262,23
13325,6262,55
13326,6262,55
13327,6262,74
13328,6263,11
13329,6264,11
13330,6265,11
13331,6266,79
13332,6266,11
13333,6266,23
13334,6267,23
13335,6267,79
13336,6267,66
13337,6267,49
13338,6268,32
13339,6268,23
13340,6269,6
13341,6270,23
13342,6271,11
13343,6272,66
13344,6273,75
13345,6273,26
13346,6274,25
13347,6274,79
13348,6275,74
13349,6275,23
13350,6276,25
13351,6276,74
13352,6277,23
13353,6277,18
13354,6278,18
13355,6278,23
13356,6279,51
13357,6279,88
13358,6279,74
13359,6279,74
13360,6279,84
13361,6279,23
13362,6279,26
13363,6279,26
13364,6279,2
13365,6279,2
13366,6279,48
13367,6280,26
13368,6281,51
13369,6281,74
13370,6281,15
13371,6282,79
13372,6282,11
13373,6283,23
13374,6284,40
13375,6284,74
13376,6285,6
13377,6286,23
13378,6286,23
13379,6286,66
13380,6286,66
13381,6287,55
13382,6287,15
13383,6287,84
13384,6287,84
13385,6288,11
13386,6289,23
13387,6289,14
13388,6290,79
13389,6290,79
13390,6290,79
13391,6290,11
13392,6290,15
13393,6290,15
13394,6290,84
13395,6290,11
13396,6290,84
13397,6291,23
13398,6291,51
13399,6291,48
13400,6291,15
13401,6292,2
13402,6292,11
13403,6292,23
13404,6292,23
13405,6293,11
13406,6293,26
13407,6293,11
13408,6294,11
13409,6295,11
13410,6296,15
13411,6296,11
13412,6297,23
13413,6297,11
13414,6298,23
13415,6298,84
13416,6299,11
13417,6299,11
13418,6300,23
13419,6300,23
13420,6300,51
13421,6300,66
13422,6300,26
13423,6301,11
13424,6301,66
13425,6302,11
13426,6303,23
13427,6303,26
13428,6304,48
13429,6305,23
13430,6305,48
13431,6306,23
13432,6306,26
13433,6307,23
13434,6308,23
13435,6308,88
13436,6309,91
13437,6310,84
13438,6311,11
13439,6312,11
13440,6313,23
13441,6314,11
13442,6314,51
13443,6314,74
13444,6314,74
13445,6314,26
13446,6314,2
13447,6315,79
13448,6316,79
13449,6317,76
13450,6317,23
13451,6318,89
13452,6318,79
13453,6319,18
13454,6319,15
13455,6319,51
13456,6320,11
13457,6320,75
13458,6321,23
13459,6321,23
13460,6322,74
13461,6322,23
13462,6322,89
13463,6323,15
13464,6324,11
13465,6325,66
13466,6325,11
13467,6326,88
13468,6327,11
13469,6328,11
13470,6329,18
13471,6330,74
13472,6330,25
13473,6331,23
13474,6331,23
13475,6331,15
13476,6331,15
13477,6331,73
13478,6331,35
13479,6331,75
13480,6331,11
13481,6332,75
13482,6333,23
13483,6333,73
13484,6334,89
13485,6334,62
13486,6334,30
13487,6334,35
13488,6334,80
13489,6334,1
13490,6335,55
13491,6335,55
13492,6336,84
13493,6336,84
13494,6336,79
13495,6336,15
13496,6336,11
13497,6336,76
13498,6336,15
13499,6337,79
13500,6337,23
13501,6337,23
13502,6338,55
13503,6338,15
13504,6338,80
13505,6338,86
13506,6338,26
13507,6339,11
